Block ID,Type,Code,Name,Catalog Year
RA005960,DEGREE,470K,Middle Grades Ed Language Arts and Math,2019 - 9999
RA005961,DEGREE,BS_470L,Middle Grades Education Lang Arts and Science(BS),2019 - 9999
RA005963,DEGREE,470K,Middle Grades Ed Language Arts and Math,2016 - 2018
RA005964,DEGREE,470K,Middle Grades Ed Language Arts and Math,2015 - 2015
RA005965,DEGREE,470K,Middle Grades Ed Language Arts and Math,2009 - 2014
RA005966,DEGREE,BS_470K,Middle Grades Ed Language Arts and Math,2009 - 2014
RA005967,DEGREE,BS_470K,Middle Grades Ed Language Arts and Math,2016 - 2018
RA005968,DEGREE,BS_470K,Middle Grades Ed Language Arts and Math,2015 - 2015
RA005969,DEGREE,470L,Middle Grades Education Lang Arts and Science(GC),2009 - 2014
RA005970,DEGREE,470L,Middle Grades Education Lang Arts and Science(GC),2015 - 2015
RA005971,DEGREE,470L,Middle Grades Education Lang Arts and Science(GC),2016 - 2018
RA005972,DEGREE,470L,Middle Grades Education Lang Arts and Science(GC),2019 - 9999
RA005973,DEGREE,BS_470L,Middle Grades Education Lang Arts and Science(BS),2009 - 2014
RA005974,DEGREE,BS_470L,Middle Grades Education Lang Arts and Science(BS),2015 - 2015
RA005975,DEGREE,BS_470L,Middle Grades Education Lang Arts and Science(BS),2016 - 2018
RA005976,DEGREE,470M,Middle Grades Ed Lang Arts and Social Studies(GC),2009 - 2014
RA005977,DEGREE,470M,Middle Grades Ed Lang Arts and Social Studies(GC),2015 - 2015
RA005978,DEGREE,470M,Middle Grades Ed Lang Arts and Social Studies(GC),2016 - 2018
RA005979,DEGREE,470M,Middle Grades Ed Lang Arts and Social Studies(GC),2019 - 9999
RA005980,DEGREE,BS_470M,Middle Grades Ed Lang Arts and Social Studies(BS),2009 - 2014
RA005981,DEGREE,BS_470M,Middle Grades Ed Lang Arts and Social Studies(BS),2015 - 2015
RA005982,DEGREE,BS_470M,Middle Grades Ed Lang Arts and Social Studies(BS),2016 - 2018
RA005983,DEGREE,BS_470M,Middle Grades Ed Lang Arts and Social Studies(BS),2019 - 9999
RA005984,DEGREE,470N,Middle Grades Ed Mathematics and Science(GC),2009 - 2014
RA005985,DEGREE,470N,Middle Grades Ed Mathematics and Science(GC),2015 - 2015
RA005986,DEGREE,470N,Middle Grades Ed Mathematics and Science(GC),2016 - 2018
RA005987,DEGREE,470N,Middle Grades Ed Mathematics and Science(GC),2019 - 9999
RA005988,DEGREE,BS_470N,Middle Grades Ed Mathematics and Science(BS),2009 - 2014
RA005989,DEGREE,BS_470N,Middle Grades Ed Mathematics and Science(BS),2015 - 2015
RA005990,DEGREE,BS_470N,Middle Grades Ed Mathematics and Science(BS),2016 - 2018
RA005991,DEGREE,BS_470N,Middle Grades Ed Mathematics and Science(BS),2019 - 9999
RA005992,DEGREE,470P,Middle Grades Ed Mathematics and Social Stud(GC),2009 - 2014
RA005993,DEGREE,470P,Middle Grades Ed Mathematics and Social Stud(GC),2015 - 2015
RA005994,DEGREE,470P,Middle Grades Ed Mathematics and Social Stud(GC),2016 - 2018
RA005995,DEGREE,470P,Middle Grades Ed Mathematics and Social Stud(GC),2019 - 9999
RA005996,DEGREE,BS_470P,Middle Grades Ed Mathematics and Social Stud(BS),2009 - 2014
RA005997,DEGREE,BS_470P,Middle Grades Ed Mathematics and Social Stud(BS),2015 - 2015
RA005998,DEGREE,BS_470P,Middle Grades Ed Mathematics and Social Stud(BS),2016 - 2018
RA005999,DEGREE,BS_470P,Middle Grades Ed Mathematics and Social Stud(BS),2019 - 9999
RA006000,DEGREE,470R,Middle Grades Ed Science and Social Studies(GC),2009 - 2014
RA006001,DEGREE,470R,Middle Grades Ed Science and Social Studies(GC),2015 - 2015
RA006002,DEGREE,470R,Middle Grades Ed Science and Social Studies(GC),2016 - 2018
RA006003,DEGREE,470R,Middle Grades Ed Science and Social Studies(GC),2019 - 9999
RA006004,DEGREE,BS_470R,Middle Grades Ed Science and Social Studies(BS),2009 - 2014
RA006005,DEGREE,BS_470R,Middle Grades Ed Science and Social Studies(BS),2015 - 2015
RA006006,DEGREE,BS_470R,Middle Grades Ed Science and Social Studies(BS),2016 - 2018
RA006007,DEGREE,BS_470R,Middle Grades Ed Science and Social Studies(BS),2019 - 9999
RA006008,CONC,470K,Language Arts and Math Concentration,2009 - 9999
RA006009,CONC,470L,Language Arts and Science,2009 - 9999
RA006010,CONC,470M,Language Arts and Social Studies,2009 - 9999
RA006011,CONC,470N,Mathematics and Science Concentration,2009 - 9999
RA006012,CONC,470P,Mathematics and Social Studies Concentration,2009 - 9999
RA006013,CONC,470R,Science and Social Studies Concentration,2009 - 9999
RA006014,DEGREE,355E,Management General Management (GC),2022 - 9999
RA006015,DEGREE,BSB_355E,Management General Management,2022 - 9999
RA006016,CONC,355E,Management General Management,2022 - 9999
RA006017,DEGREE,989A,Public Relations (GC),2022 - 9999
RA006018,DEGREE,BS_989A,Public Relations,2022 - 9999
RA006019,MAJOR,470*,Major in Middle Grades Education,2022 - 2022
RA006020,DEGREE,988A,Digital Journalism (GC),2022 - 9999
RA006021,DEGREE,BS_988A,Digital Journalism (BS),2022 - 9999
RA006022,CONC,D I,Conc in Diversity Studies (SAC),2022 - 9999
RA006023,CONC,246C,Conc in History (Multidisciplinary),2021 - 9999
RA006024,CONC,252H,Concentration in Education Studies,2022 - 2024
RA006025,MAJOR,302*,Major in Accounting,2020 - 2021
RA006026,DEGREE,MHA_855B_2,Master of Health Administration,2019 - 2022
RA006027,MAJOR,554*,Major in Music Performance,2020 - 2023
RA006028,MAJOR,220A,Major in Criminal Justice,2022 - 2022
RA006029,MINOR,127,Minor in Classical and Mediterranean Civilizations,2022 - 9999
RA006030,MINOR,134,Minor in Gender Women's and Sexuality Studies,2022 - 2024
RA006031,MINOR,249,Minor in Labor Studies,2022 - 9999
RA006032,MINOR,606,Minor in LGBT Studies,2022 - 2024
RA006033,CONC,137B,Conc in French & Francophone Studies K-12,2022 - 2023
RA006034,CONC,137C,Conc in Spanish Education (K-12),2022 - 2023
RA006035,CONC,252J,Concentration in Sustainability,2022 - 2024
RA006036,MAJOR,252*,Major in Psychology (BS),2017 - 2017
RA006037,DEGREE,134A,Gender Women's & Sexuality Studies (GC),2019 - 9999
RA006038,CONC,302C,Conc in General Accounting,2022 - 2023
RA006039,MAJOR,302*,Major in Accounting,2022 - 9999
RA006040,CONC,302B,Conc in Taxation,2022 - 9999
RA006041,CONC,302E,Conc in Analytics,2022 - 2024
RA006042,MAJOR,558*,Major in Performance,2022 - 2023
RA006043,CONC,558B,Conc in Performance/Bassoon,2022 - 9999
RA006044,CONC,558D,Conc in Performance/Clarinet,2022 - 9999
RA006045,CONC,558E,Conc in Performance/Flute,2022 - 9999
RA006046,CONC,558F,Conc in Performance/French Horn,2022 - 9999
RA006047,CONC,558G,Conc in Performance/Guitar,2022 - 9999
RA006048,CONC,558H,Conc in Performance/Harp,2022 - 9999
RA006049,CONC,558I,Conc in Performance/Oboe,2022 - 9999
RA006050,CONC,558K,Conc in Performance/Organ,2022 - 9999
RA006051,CONC,558L,Conc in Performance/Percussion,2022 - 9999
RA006052,CONC,558M,Conc in Performance/Piano,2022 - 9999
RA006053,CONC,558N,Conc in Performance/Saxophone,2022 - 9999
RA006054,CONC,558P,Conc in Performance/Trombone,2022 - 9999
RA006055,CONC,558Q,Conc in Performance/Trumpet,2022 - 9999
RA006056,CONC,558R,Conc in Performance/Tuba,2022 - 9999
RA006057,CONC,558Y,Conc in Performance/Euphonium,2022 - 9999
RA006058,MAJOR,680*,Major in Performance,2016 - 2021
RA006059,MAJOR,680*,Major in Performance,2022 - 2023
RA006060,CONC,680B,Conc in Performance/Conducting,2022 - 9999
RA006061,MAJOR,423A,Cert in Addiction Counseling,2022 - 2022
RA006062,MAJOR,702*,Major in Educational Leadership,2022 - 2022
RA006063,MAJOR,464A,Cert in Instructional Technology Facilitation,2022 - 2023
RA006064,OTHER,Z465A_400C,Dual Degree-MLS & MA in MTL,2022 - 2024
RA006065,MAJOR,400*,Major in Media Technology & Learning Design,2022 - 9999
RA006066,CONC,400C,Conc in IT K-12 Facilitation,2022 - 2022
RA006067,MAJOR,427A,Major in Professional School Counseling,2022 - 2022
RA006068,MAJOR,709*,Major in Clinical Mental Health Counseling,2022 - 2022
RA006069,MAJOR,468A,Major in Marriage & Family Therapy,2022 - 2022
RA006070,CONC,400B,Conc in IT Specialist,2022 - 2022
RA006071,CONC,400D,Conc in Online Design Comm and Engagement,2022 - 9999
RA006072,MAJOR,712A,Major in Student Affairs Administration,2022 - 2022
RA006073,MAJOR,446A,Cert in Middle & Secondary Education,2022 - 2022
RA006074,MAJOR,941A,Cert in Digital Media Literacy,2022 - 2023
RA006075,MAJOR,944A,Cert in Online Design Comm and Engagement,2022 - 2023
RA006076,MAJOR,855*,Major in Health Administration,2022 - 9999
RA006077,MAJOR,811A,Cert in Health and Physical Education,2022 - 2023
RA006078,MAJOR,114A,Cert in Geographic Information Science,2022 - 2024
RA006079,OTHER,Z304D_267C,Dual Degree MSADA & MA in PS-Amer Govern,2022 - 9999
RA006080,OTHER,Z304D_267E,Dual Degree MSADA & MA in PS-Intl Relations,2022 - 9999
RA006081,OTHER,Z304D_267F,Dual Degree MSADA in IDS & MA in PS-Envir Politics,2022 - 9999
RA006082,MAJOR,232*,Major in English,2022 - 2023
RA006083,CONC,232F,Conc in Literary Studies,2022 - 9999
RA006084,CONC,232D,Conc in Rhetoric and Composition,2022 - 9999
RA006085,CONC,232E,Conc in Teaching Literature and Writing,2022 - 2022
RA006086,CONC,237D,Conc in Geographic Information Science,2022 - 9999
RA006087,CONC,207B,Conc in Cell & Molecular Biology,2022 - 2024
RA006088,MAJOR,719A,Cert in Birth through Kindergarten,2022 - 2022
RA006089,MAJOR,433A,Major in School Administration,2022 - 2022
RA006090,MAJOR,473A,Cert in School Leadership,2022 - 9999
RA006091,MAJOR,304*,Major in Applied Data Analytics,2022 - 9999
RA006092,OTHER,Z304D_279F,Dual Degree MSADA & MPA in Not-for-Profit Mgmt,2022 - 9999
RA006093,OTHER,Z304D_279B,Dual Degree MSADA & MPA in Public Management,2022 - 9999
RA006094,OTHER,Z304D_279C,Dual Degree MSADA & MPA in Town City & County Mgt,2022 - 9999
RA006095,OTHER,Z304D_305G,Dual Degree MSADA & MBA in IDS,2022 - 9999
RA006096,OTHER,Z709A_560A,Dual Degree MA in CMHC & MMT,2023 - 2023
RA006097,OTHER,Z304D_113B,Dual Degree MSADA & MS in Engineering Physics,2022 - 9999
RA006098,MAJOR,113*,Major in Engineering Physics,2022 - 9999
RA006099,MAJOR,465A,Major in Library Science,2022 - 2023
RA006100,MAJOR,251A,Major in Psychology (BA),2018 - 2018
RA006101,MINOR,345,Innovation and Entrepreneurship Minor,2022 - 2023
RA006102,OTHER,ACCELEC,Electives,2022 - 9999
RA006103,DEGREE,MA_400C,Master of Arts,2022 - 2022
RA006104,DEGREE,MA_400B,Master of Arts,2022 - 2022
RA006105,DEGREE,MA_400D,Master of Arts,2022 - 2022
RA006106,CONC,352B,Concentration in General Marketing,2023 - 2024
RA006107,DEGREE,MS_821A_1,Master of Science,2022 - 2022
RA006108,DEGREE,MA_232E,Master of Arts,2022 - 9999
RA006109,DEGREE,MA_232F,Master of Arts,2022 - 9999
RA006110,DEGREE,GCERT_446A,Graduate Certificate,2022 - 2022
RA006111,MAJOR,106A,Major in Actuarial Science,2023 - 9999
RA006112,MAJOR,371A,Major in Hospitality & Tourism Management,2023 - 9999
RA006113,MINOR,429,Minor in Leadership Studies,2023 - 9999
RA006114,OTHER,HTMELEC,Electives,2023 - 2024
RA006115,CONC,549B,Concentration in Art History,2023 - 2024
RA006116,MAJOR,549*,Major in Art & Visual Culture,2023 - 9999
RA006117,MAJOR,521A,Major in Communication (Public Relations),2019 - 2020
RA006118,CONC,549D,Concentration in Art Management,2023 - 9999
RA006119,MAJOR,511A,Major in Graphic Design,2023 - 2023
RA006120,MAJOR,513A,Major in Studio Art,2023 - 2024
RA006121,CONC,596C,Fine Art Photography,2023 - 2024
RA006122,CONC,597B,Concentration in Cross Media Production,2023 - 9999
RA006123,CONC,597C,Concentration in Print/Packaging Production,2023 - 9999
RA006124,MINOR,505,Minor in Art History,2023 - 9999
RA006125,DEGREE,MS_843A_1,Master of Science,2020 - 2022
RA006126,CONC,549C,Concentration in Studio Art,2023 - 2024
RA006127,MINOR,820,Minor in Communication Sciences & Disorders,2023 - 2023
RA006128,MAJOR,281A,Major in Social Work,2023 - 9999
RA006129,MINOR,152,Minor in Animal Studies,2023 - 9999
RA006130,MINOR,844,Minor in Spanish for the Health and Helping Prof,2023 - 2023
RA006131,MAJOR,102A,Major in Religious Studies,2023 - 2023
RA006132,CONC,284D,Conc in Applied Research Methods,2023 - 2024
RA006133,MAJOR,284*,Major in Sociology (BS),2023 - 2024
RA006134,MINOR,313,Minor in Behavioral Economics,2023 - 2024
RA006135,CONC,315C,Conc in Economics (General),2023 - 9999
RA006136,CONC,315E,Conc in Regional Development,2023 - 9999
RA006137,MAJOR,585A,Major in Communication Studies,2023 - 2023
RA006138,MAJOR,301A,Major in Accounting,2023 - 9999
RA006139,CONC,310C,Comp Info Sys Cybersecurity Concentration,2023 - 9999
RA006140,OTHER,CISELEC,Electives,2025 - 9999
RA006141,MINOR,307,Cybersecurity,2023 - 2023
RA006142,CONC,310B,General Computer Information Systems Concentration,2023 - 9999
RA006143,MAJOR,326A,Major in Finance & Banking,2023 - 9999
RA006144,OTHER,FBIELEC,Electives,2023 - 9999
RA006145,MINOR,360,Minor in Supply Chain Management,2023 - 9999
RA006146,MAJOR,361A,Major in Supply Chain Management,2023 - 9999
RA006147,MINOR,438,Minor in Teacher Education for Theatre Arts,2023 - 2024
RA006148,MAJOR,441A,Major in Elementary Education,2023 - 2023
RA006149,MAJOR,470*,Major in Middle Grades Education,2023 - 2024
RA006150,OTHER,470SCIENCE,Middle Grades Science Requirements,2023 - 9999
RA006151,MINOR,467,Minor in Media Studies,2023 - 9999
RA006152,CONC,510H,Concentration in Family & Child Studies,2023 - 2025
RA006153,CONC,510G,Conc in Child Development (B-K),2023 - 2024
RA006154,MINOR,510,Minor in Child Development,2023 - 2024
RA006155,MAJOR,478*,Major in Special Education,2023 - 2023
RA006156,MINOR,487,Minor in Special Education,2023 - 2023
RA006157,CONC,EXL,Conc in Exceptional Learners (SAC),2023 - 9999
RA006158,CONC,LLT,Conc in Language and Literacy (SAC),2023 - 9999
RA006159,CONC,840C,Concentration in Foodsystems Management,2023 - 2024
RA006160,CONC,840B,Concentration in Foods & Nutrition (Dietetics),2023 - 2024
RA006161,CONC,840D,Concentration in Nutrition and Wellness,2023 - 2023
RA006162,MINOR,605,Minor in Medical Humanities,2023 - 9999
RA006163,MINOR,214,Minor in Chemistry,2023 - 2024
RA006164,MAJOR,924A,Professional Studies,2023 - 2024
RA006165,DEGREE,BS_924A,Professional Studies,2023 - 2023
RA006166,DEGREE,924A,Professional Studies,2023 - 9999
RA006167,MAJOR,219A,Major in Computer Science,2023 - 2023
RA006168,MINOR,138,Minor in Film Studies,2023 - 2024
RA006169,CONC,233C,Conc in Professional Writing,2023 - 9999
RA006170,CONC,259C,Concentration in Environmental Geology,2023 - 2023
RA006171,CONC,121C,Concentration in Earth Systems Science,2023 - 2023
RA006172,CONC,121D,Concentration in Life Science,2023 - 2023
RA006173,MAJOR,244A,Major in Geology,2023 - 2023
RA006174,CONC,259E,Conc in Quantitative Geoscience,2023 - 2023
RA006175,MAJOR,119A,Major in Geology,2023 - 2023
RA006176,CONC,259D,Concentration in Paleontology,2023 - 2023
RA006177,MAJOR,271A,Major in Political Science (BA),2023 - 2023
RA006178,MAJOR,272*,Major in Political Science (BS),2023 - 2023
RA006179,CONC,272C,Concentration in American Politics,2023 - 2024
RA006180,CONC,272L,Concentration in Public Admin / Public Mgmt,2023 - 2024
RA006181,CONC,272M,Concentration in Public Admin / TACCM,2023 - 2023
RA006182,CONC,272J,Conc in Pre-Professional Legal Studies,2023 - 2023
RA006183,CONC,272D,Conc in Int'l & Comparative Politics,2023 - 2023
RA006184,MAJOR,220A,Major in Criminal Justice,2023 - 2023
RA006185,MAJOR,220*,Major in Criminal Justice,2023 - 9999
RA006186,CONC,220B,Concentration in Criminal Justice (International),2023 - 9999
RA006187,MINOR,271,Minor in Political Science,2023 - 2024
RA006188,MINOR,914,Documentary Studies,2023 - 2024
RA006189,MINOR,918,Creative Engagement and Social Change,2023 - 9999
RA006190,MAJOR,101A,Major in Philosophy,2023 - 2023
RA006191,MAJOR,270*,Major in Physics (BS),2023 - 2023
RA006192,MAJOR,269A,Major in Physics (BA),2023 - 2023
RA006193,MINOR,273,Physics Minor for Secondary Education Majors,2023 - 2023
RA006194,MINOR,919,Minor in Medical Physics,2023 - 9999
RA006195,CONC,270F,Physics Automation and Instrumentation Conc,2023 - 9999
RA006196,MAJOR,252*,Major in Psychology (BS),2023 - 2024
RA006197,MAJOR,251A,Major in Psychology (BA),2023 - 2024
RA006198,MAJOR,923A,Veterinary Technology,2023 - 2023
RA006199,CONC,577B,Concentration in Architectural Tech & Design,2023 - 2023
RA006200,CONC,577C,Concentration in Construction Management,2023 - 2023
RA006201,CONC,577D,Concentration in Sustainable Bldg Systems,2023 - 2023
RA006202,MAJOR,571A,Major in Sustainable Technology,2023 - 2023
RA006203,MAJOR,986A,Advertising,2023 - 2024
RA006204,MAJOR,616A,Electric Vehicle,2023 - 9999
RA006205,DEGREE,UCERT_616A,Certificate in Electric Vehicle,2023 - 9999
RA006206,MINOR,289,Minor in Statistics,2023 - 9999
RA006207,DEGREE,MA_857B,Master of Arts,2023 - 9999
RA006208,DEGREE,MA_857C,Master of Arts,2023 - 9999
RA006209,MAJOR,857*,Major in Literacy Education,2023 - 9999
RA006210,CONC,857B,Conc in Adult Literacy,2023 - 9999
RA006211,CONC,857C,Conc in Classroom/Clinical,2023 - 9999
RA006212,DEGREE,MA_476A_1,Master of Arts,2023 - 9999
RA006213,MAJOR,476A,Major in Special Education,2023 - 2023
RA006214,DEGREE,GCERT_718A_1,Graduate Certificate,2023 - 9999
RA006215,MAJOR,718A,Cert in Autism,2023 - 9999
RA006216,DEGREE,GCERT_719A_1,Graduate Certificate,2023 - 9999
RA006217,MAJOR,719A,Cert in Birth through Kindergarten,2023 - 9999
RA006218,DEGREE,GCERT_717A_1,Graduate Certificate,2023 - 9999
RA006219,MAJOR,717A,Cert in Emotional and Behavioral Disorders,2023 - 9999
RA006220,DEGREE,GCERT_720A_1,Graduate Certificate,2023 - 9999
RA006221,MAJOR,720A,Cert in Special Education,2023 - 2023
RA006222,DEGREE,MA_454E_1,Master of Arts,2023 - 9999
RA006223,DEGREE,MA_454F_1,Master of Arts,2023 - 9999
RA006224,DEGREE,MA_454G_1,Master of Arts,2023 - 9999
RA006225,DEGREE,EDS_455F_1,Education Specialist,2023 - 9999
RA006226,DEGREE,EDS_455G_1,Education Specialist,2023 - 9999
RA006227,DEGREE,EDS_455E_1,Education Specialist,2023 - 9999
RA006228,DEGREE,MA_709A,Master of Arts,2023 - 9999
RA006229,MAJOR,709A,Major in Clinical Mental Health Counseling,2023 - 2023
RA006230,DEGREE,MA_468A_1,Master of Arts,2023 - 9999
RA006231,MAJOR,468A,Major in Marriage & Family Therapy,2023 - 9999
RA006232,DEGREE,GCERT_856A,Graduate Certificate,2023 - 9999
RA006233,MAJOR,856A,Cert in Literacy Education,2023 - 9999
RA006234,DEGREE,MA_427A_1,Major in Professional School Counseling,2023 - 9999
RA006235,MAJOR,427A,Major in Professional School Counseling,2023 - 9999
RA006236,DEGREE,MA_712A_1,Master of Arts,2023 - 9999
RA006237,MAJOR,712A,Major in Student Affairs Administration,2023 - 2024
RA006238,DEGREE,GCERT_423A_1,Graduate Certificate,2023 - 9999
RA006239,MAJOR,423A,Cert in Addiction Counseling,2023 - 2024
RA006240,DEGREE,GCERT_497A_1,Graduate Certificate,2023 - 9999
RA006241,MAJOR,497A,Cert in College and University Teaching,2023 - 9999
RA006242,DEGREE,GCERT_425A_1,Graduate Certificate,2023 - 9999
RA006243,MAJOR,425A,Cert in Expressive Arts Therapy,2023 - 2023
RA006244,DEGREE,GCERT_447A_1,Graduate Certificate,2023 - 9999
RA006245,MAJOR,447A,Cert in Systemic Multicultural Counseling,2023 - 2023
RA006246,DEGREE,EDD_702D_1,Doctor of Education,2023 - 9999
RA006247,MAJOR,702*,Major in Educational Leadership,2023 - 2023
RA006248,CONC,702H,Conc in Instructional Technology Leadership,2023 - 2023
RA006249,CONC,702I,Conc in Literacy in Exceptionalities,2023 - 2023
RA006250,DEGREE,EDS_428A_1s,Education Specialist,2023 - 9999
RA006251,MAJOR,428A,Major in Educational Administration,2023 - 9999
RA006252,DEGREE,MA_422A_1,Master of Arts,2023 - 9999
RA006253,MAJOR,422A,Major in Elementary Education,2023 - 2024
RA006254,DEGREE,MA_416A_1,Master of Arts,2023 - 9999
RA006255,MAJOR,416A,Major in Curriculum Specialist,2023 - 2023
RA006256,DEGREE,MA_472B_1,Master of Arts,2023 - 9999
RA006257,DEGREE,MA_472C_1,Master of Arts,2023 - 9999
RA006258,DEGREE,MA_472D_1,Master of Arts,2023 - 9999
RA006259,DEGREE,MA_472E_1,Master of Arts,2023 - 9999
RA006260,MAJOR,472*,Major in Middle Grades Education,2023 - 2023
RA006261,CONC,472B,Conc in Language Arts,2023 - 9999
RA006262,CONC,472C,Conc in Mathematics,2023 - 9999
RA006263,CONC,472D,Conc in Science,2023 - 9999
RA006264,CONC,472E,Conc in Social Studies,2023 - 9999
RA006265,DEGREE,GCERT_429A_1,Graduate Certificate,2023 - 9999
RA006266,MAJOR,429A,Cert in Elementary Education,2023 - 2023
RA006267,DEGREE,GCERT_711A_1,Graduate Certificate,2023 - 9999
RA006268,DEGREE,GCERT_446A_1,Graduate Certificate,2023 - 9999
RA006269,DEGREE,GCERT_439A_1,Graduate Certificate,2023 - 9999
RA006270,MAJOR,439A,Cert in Teaching Emergent Bilingual Populations,2023 - 9999
RA006271,DEGREE,MA_400C_1,Master of Arts,2023 - 9999
RA006272,CONC,400C,Conc in IT K-12 Facilitation,2023 - 9999
RA006273,DEGREE,MA_400B_1,Master of Arts,2023 - 9999
RA006274,CONC,400B,Conc in IT Specialist,2023 - 9999
RA006275,DEGREE,MA_400D_1,Master of Arts,2023 - 9999
RA006276,DEGREE,MLS_465A_1,Master of Library Science,2023 - 9999
RA006277,DEGREE,GRTC_433A_1,Master of School Administration,2023 - 9999
RA006278,MAJOR,433A,Major in School Administration,2023 - 9999
RA006279,DEGREE,GCERT_941A,Graduate Certificate,2022 - 2022
RA006280,DEGREE,GCERT_941A_1,Graduate Certificate,2023 - 9999
RA006281,DEGREE,GCERT_464A_1,Graduate Certificate,2023 - 9999
RA006282,DEGREE,GCERT_431A_1,Graduate Certificate,2023 - 9999
RA006283,DEGREE,GCERT_716A_1,Graduate Certificate,2023 - 9999
RA006284,DEGREE,GCERT_944A,Graduate Certificate,2022 - 2022
RA006285,DEGREE,GCERT_944A_1,Graduate Certificate,2023 - 9999
RA006286,DEGREE,GCERT_473A_1,Graduate Certificate,2023 - 9999
RA006287,OTHER,Z702D_428A,Dual Degree EDD in Ed Admin & EDS in Ed Admin,2023 - 2023
RA006288,OTHER,Z702F_455G,Dual Degree EDD in Higher Ed & EDS in Higher Ed,2023 - 9999
RA006289,MAJOR,154A,Cert in Aging Health and Society,2023 - 9999
RA006290,DEGREE,MA_145D,Master of Arts,2023 - 9999
RA006291,CONC,145D,Conc in Psychological Science,2023 - 2024
RA006292,DEGREE,BS_510G_2,Child Dev: Birth-Kindergarten (BS),2019 - 2025
RA006293,DEGREE,BS_510G_2,Child Dev: Birth-Kindergarten (BS),2018 - 2018
RA006294,DEGREE,BS_510G_2,Child Dev: Birth-Kindergarten (BS),2016 - 2017
RA006295,DEGREE,510G_2,Child Dev: Birth-Kindergarten (GC),2019 - 2025
RA006296,DEGREE,510G_2,Child Dev: Birth-Kindergarten (GC),2018 - 2018
RA006297,DEGREE,510G_2,Child Dev: Birth-Kindergarten (GC),2016 - 2017
RA006298,DEGREE,BS_510H_2,Child Dev Family & Child Studies (BS),2018 - 2018
RA006299,DEGREE,BS_510H_2,Child Dev Family & Child Studies (BS),2019 - 2025
RA006300,DEGREE,BS_478C_2,Special Education Adapted Curriculum K-12 (BS),2019 - 9999
RA006301,DEGREE,BS_478C_2,Special Education Adapted Curriculum K-12 (BS),2016 - 2018
RA006302,DEGREE,478C_2,Special Education Adapted Curriculum K-12 (GC),2019 - 9999
RA006303,DEGREE,478C_2,Special Education Adapted Curriculum K-12 (GC),2016 - 2018
RA006304,DEGREE,BS_441A_2,Elementary Education (BS),2019 - 2025
RA006305,DEGREE,BS_441A_2,Elementary Education (BS),2016 - 2018
RA006306,DEGREE,BS_470M_2,Middle Grades Ed Lang Arts and Social Studies(BS),2019 - 9999
RA006307,DEGREE,BS_470M_2,Middle Grades Ed Lang Arts and Social Studies(BS),2016 - 2018
RA006308,DEGREE,BS_470N_2,Middle Grades Ed Mathematics and Science(BS),2019 - 9999
RA006309,MAJOR,821A,Major in Speech-Language Pathology,2023 - 2023
RA006310,DEGREE,BS_470L_2,Middle Grades Education Lang Arts and Science(BS),2019 - 9999
RA006311,DEGREE,BS_470L_2,Middle Grades Education Lang Arts and Science(BS),2016 - 2018
RA006312,DEGREE,470M_2,Middle Grades Ed Lang Arts and Social Studies(GC),2019 - 9999
RA006313,DEGREE,470M_2,Middle Grades Ed Lang Arts and Social Studies(GC),2016 - 2018
RA006314,DEGREE,BS_470K_2,Middle Grades Ed Language Arts and Math,2019 - 9999
RA006315,DEGREE,BS_470K_2,Middle Grades Ed Language Arts and Math,2016 - 2018
RA006316,DEGREE,470K_2,Middle Grades Ed Language Arts and Math,2019 - 9999
RA006317,DEGREE,470K_2,Middle Grades Ed Language Arts and Math,2016 - 2018
RA006318,DEGREE,470L_2,Middle Grades Education Lang Arts and Science(GC),2019 - 9999
RA006319,DEGREE,MS_843A,Master of Science,2023 - 9999
RA006320,DEGREE,470L_2,Middle Grades Education Lang Arts and Science(GC),2016 - 2018
RA006321,DEGREE,470P_2,Middle Grades Ed Mathematics and Social Stud(GC),2019 - 9999
RA006322,DEGREE,470P_2,Middle Grades Ed Mathematics and Social Stud(GC),2016 - 2018
RA006323,DEGREE,BS_470P_2,Middle Grades Ed Mathematics and Social Stud(BS),2019 - 9999
RA006324,DEGREE,BS_470P_2,Middle Grades Ed Mathematics and Social Stud(BS),2016 - 2018
RA006325,DEGREE,470N_2,Middle Grades Ed Mathematics and Science(GC),2019 - 9999
RA006326,DEGREE,470N_2,Middle Grades Ed Mathematics and Science(GC),2016 - 2018
RA006327,DEGREE,470R_2,Middle Grades Ed Science and Social Studies(GC),2019 - 9999
RA006328,DEGREE,470R_2,Middle Grades Ed Science and Social Studies(GC),2016 - 2018
RA006329,DEGREE,BS_470R_2,Middle Grades Ed Science and Social Studies(BS),2019 - 9999
RA006330,DEGREE,BS_470R_2,Middle Grades Ed Science and Social Studies(BS),2016 - 2018
RA006331,DEGREE,BS_470B_2,Middle Grades Education Language Arts (BS),2019 - 9999
RA006332,MAJOR,843A,Major in Athletic Training,2023 - 9999
RA006333,MAJOR,841*,Major in Nutrition,2023 - 9999
RA006334,MAJOR,829A,Cert in Public Health Nutrition Practice,2023 - 9999
RA006335,DEGREE,MHA_855D,Master of Health Administration,2023 - 9999
RA006336,CONC,855D,Conc in Health Informatics,2023 - 9999
RA006337,DEGREE,GCERT_946A,Graduate Certificate,2023 - 9999
RA006338,DEGREE,BS_470B_2,Middle Grades Education Language Arts (BS),2016 - 2018
RA006339,DEGREE,470B_2,Middle Grades Education Language Arts (GC),2019 - 9999
